TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"ClassificationCovTerm","PolicySystemId","varchar(256)","nullable","","","",""
"ClassificationCovTerm","PMT_PayloadId","varchar(256)","not null","","","",""
"Company","PMT_ID","varchar(100)","not null","primary key","","",""
"Company","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Company","AddressBookUID","varchar(64)","nullable","","","",""
"Company","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"Company","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"Company","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"Company","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"Company","AuthorizationID","varchar(64)","nullable","","","",""
"Company","Coverage1_Ext","bool","nullable","","","",""
"Company","Defense_Ext","bool","nullable","","","",""
"Company","DoingBusinessAs_Ext","varchar(255)","nullable","","","",""
"Company","EmailAddress1","varchar(60)","nullable","","","",""
"Company","EmailAddress2","varchar(60)","nullable","","","",""
"Company","FaxPhone","varchar(30)","nullable","","","",""
"Company","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Company","FaxPhoneExtension","varchar(60)","nullable","","","",""
"Company","HomePhone","varchar(30)","nullable","","","",""
"Company","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Company","HomePhoneExtension","varchar(60)","nullable","","","",""
"Company","Is1099Rep_Ext","bool","nullable","","","",""
"Company","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"Company","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"Company","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"Company","LoadCommandID","int8","nullable","","","",""
"Company","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Company","Name","varchar(255)","nullable","","","",""
"Company","NameKanji","varchar(255)","nullable","","","",""
"Company","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"Company","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"Company","Notes","text","nullable","","","",""
"Company","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"Company","OrganizationType_Ext","varchar(13)","nullable","","typekey.OrganizationType_Ext","",""
"Company","PanelStatusComment_Ext","text","nullable","","","",""
"Company","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"Company","PendingLinkMessage","bool","not null","","","",""
"Company","PolicySystemId","varchar(256)","nullable","","","",""
"Company","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"Company","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"Company","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"Company","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"Company","PublicID","varchar(64)","not null","","","",""
"Company","Rationale_Ext","text","nullable","","","",""
"Company","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Company","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"Company","RetainDate_Ext","timestamp","nullable","","","",""
"Company","Score","int4","nullable","","","",""
"Company","SpecialtyType","varchar(16)","nullable","","typekey.SpecialtyType","",""
"Company","TCREPValue_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Company","TaxID","varchar(30)","nullable","","","",""
"Company","TaxStatus","varchar(11)","nullable","","typekey.TaxStatus","",""
"Company","VendorNumber","varchar(60)","nullable","","","",""
"Company","VendorType","varchar(16)","nullable","","typekey.VendorType","",""
"Company","W9Received","bool","nullable","","","",""
"Company","W9ReceivedDate","timestamp","nullable","","","",""
"Company","W9ValidFrom","timestamp","nullable","","","",""
"Company","W9ValidTo","timestamp","nullable","","","",""
"Company","WithholdingRate","numeric(4,1)","nullable","","","",""
"Company","WorkPhone","varchar(30)","nullable","","","",""
"Company","WorkPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Company","WorkPhoneExtension","varchar(60)","nullable","","","",""
"Company","PrimaryAddress","varchar(100)","nullable","","","entity.Address",""
"Company","PMT_PayloadId","varchar(256)","not null","","","",""
"CompanyVendor","PMT_ID","varchar(100)","not null","primary key","","",""
"CompanyVendor","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CompanyVendor","AddressBookUID","varchar(64)","nullable","","","",""
"CompanyVendor","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"CompanyVendor","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"CompanyVendor","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"CompanyVendor","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"CompanyVendor","AuthorizationID","varchar(64)","nullable","","","",""
"CompanyVendor","Coverage1_Ext","bool","nullable","","","",""
"CompanyVendor","Defense_Ext","bool","nullable","","","",""
"CompanyVendor","DoingBusinessAs_Ext","varchar(255)","nullable","","","",""
"CompanyVendor","EmailAddress1","varchar(60)","nullable","","","",""
"CompanyVendor","EmailAddress2","varchar(60)","nullable","","","",""
"CompanyVendor","FaxPhone","varchar(30)","nullable","","","",""
"CompanyVendor","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"CompanyVendor","FaxPhoneExtension","varchar(60)","nullable","","","",""
"CompanyVendor","HomePhone","varchar(30)","nullable","","","",""
"CompanyVendor","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"CompanyVendor","HomePhoneExtension","varchar(60)","nullable","","","",""
"CompanyVendor","Is1099Rep_Ext","bool","nullable","","","",""
"CompanyVendor","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"CompanyVendor","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"CompanyVendor","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"CompanyVendor","LoadCommandID","int8","nullable","","","",""
"CompanyVendor","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"CompanyVendor","Name","varchar(255)","nullable","","","",""
"CompanyVendor","NameKanji","varchar(255)","nullable","","","",""
"CompanyVendor","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"CompanyVendor","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"CompanyVendor","Notes","text","nullable","","","",""
"CompanyVendor","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"CompanyVendor","OrganizationType_Ext","varchar(13)","nullable","","typekey.OrganizationType_Ext","",""
"CompanyVendor","PanelStatusComment_Ext","text","nullable","","","",""
"CompanyVendor","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"CompanyVendor","PendingLinkMessage","bool","not null","","","",""
"CompanyVendor","PolicySystemId","varchar(256)","nullable","","","",""
"CompanyVendor","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"CompanyVendor","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"CompanyVendor","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"CompanyVendor","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"CompanyVendor","PublicID","varchar(64)","not null","","","",""
"CompanyVendor","Rationale_Ext","text","nullable","","","",""
"CompanyVendor","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"CompanyVendor","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"CompanyVendor","RetainDate_Ext","timestamp","nullable","","","",""
"CompanyVendor","Score","int4","nullable","","","",""
"CompanyVendor","SpecialtyType","varchar(16)","nullable","","typekey.SpecialtyType","",""
"CompanyVendor","TCREPValue_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"CompanyVendor","TaxID","varchar(30)","nullable","","","",""
"CompanyVendor","TaxStatus","varchar(11)","nullable","","typekey.TaxStatus","",""
"CompanyVendor","VendorCompAreaOfExp_Ext","varchar(27)","nullable","","typekey.VendorCompAreaOfExp_Ext","",""
"CompanyVendor","VendorCompCategory_Ext","varchar(31)","nullable","","typekey.VendorCompCategory_Ext","",""
"CompanyVendor","VendorNumber","varchar(60)","nullable","","","",""
"CompanyVendor","VendorType","varchar(16)","nullable","","typekey.VendorType","",""
"CompanyVendor","W9Received","bool","nullable","","","",""
"CompanyVendor","W9ReceivedDate","timestamp","nullable","","","",""
"CompanyVendor","W9ValidFrom","timestamp","nullable","","","",""
"CompanyVendor","W9ValidTo","timestamp","nullable","","","",""
"CompanyVendor","WithholdingRate","numeric(4,1)","nullable","","","",""
"CompanyVendor","WorkPhone","varchar(30)","nullable","","","",""
"CompanyVendor","WorkPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"CompanyVendor","WorkPhoneExtension","varchar(60)","nullable","","","",""
"CompanyVendor","PrimaryAddress","varchar(100)","nullable","","","entity.Address",""
"CompanyVendor","PMT_PayloadId","varchar(256)","not null","","","",""
"ConSpecialty_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"ConSpecialty_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ConSpecialty_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ConSpecialty_Ext","AddressBookUID","varchar(64)","nullable","","","",""
"ConSpecialty_Ext","ExternalLinkID","varchar(64)","nullable","","","",""
"ConSpecialty_Ext","LoadCommandID","int8","nullable","","","",""
"ConSpecialty_Ext","SpcID","varchar(64)","nullable","","","",""
"ConSpecialty_Ext","Specialty_Ext","varchar(20)","nullable","","typekey.ContactSpecialty_Ext","",""
"ConSpecialty_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"ConcurrentEmployment","PMT_ID","varchar(100)","not null","primary key","","",""
"ConcurrentEmployment","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ConcurrentEmployment","CompanyName","varchar(60)","nullable","","","",""
"ConcurrentEmployment","ContactNumber","varchar(60)","nullable","","","",""
"ConcurrentEmployment","EndDate","timestamp","nullable","","","",""
"ConcurrentEmployment","FullTime","bool","nullable","","","",""
"ConcurrentEmployment","JobTitle","varchar(60)","nullable","","","",""
"ConcurrentEmployment","LoadCommandID","int8","nullable","","","",""
"ConcurrentEmployment","StartDate","timestamp","nullable","","","",""
"ConcurrentEmployment","WeeklyWage","numeric(18,2)","nullable","","","",""
"ConcurrentEmployment","PMT_PayloadId","varchar(256)","not null","","","",""
"ContactAddress","PMT_ID","varchar(100)","not null","primary key","","",""
"ContactAddress","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ContactAddress","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactAddress","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ContactAddress","AddressBookUID","varchar(64)","nullable","","","",""
"ContactAddress","ExternalLinkID","varchar(64)","nullable","","","",""
"ContactAddress","LoadCommandID","int8","nullable","","","",""
"ContactAddress","Address","varchar(100)","nullable","","","entity.Address",""
"ContactAddress","PMT_PayloadId","varchar(256)","not null","","","",""
"ContactBusinessDivision_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"ContactBusinessDivision_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ContactBusinessDivision_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactBusinessDivision_Ext","AddressBookUID","varchar(64)","nullable","","","",""
"ContactBusinessDivision_Ext","BusDiv_ID","varchar(64)","nullable","","","",""
"ContactBusinessDivision_Ext","ContactBusinessDivision_Ext","varchar(27)","nullable","","typekey.BusinessDiv_Ext","",""
"ContactBusinessDivision_Ext","ExternalLinkID","varchar(64)","nullable","","","",""
"ContactBusinessDivision_Ext","LoadCommandID","int8","nullable","","","",""
"ContactBusinessDivision_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"ContactContact","PMT_ID","varchar(100)","not null","primary key","","",""
"ContactContact","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ContactContact","AddressBookUID","varchar(64)","nullable","","","",""
"ContactContact","ExternalLinkID","varchar(64)","nullable","","","",""
"ContactContact","LoadCommandID","int8","nullable","","","",""
"ContactContact","Relationship","varchar(19)","not null","","typekey.ContactRel","",""
"ContactContact","RelatedContact","varchar(100)","nullable","","","FK to the table specified in RelatedContact_Type column",""
"ContactContact","SourceContact","varchar(100)","nullable","","","FK to the table specified in SourceContact_Type column",""
"ContactContact","RelatedContact_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactContact","SourceContact_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactContact","PMT_PayloadId","varchar(256)","not null","","","",""
"ContactLineOfBusniess_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"ContactLineOfBusniess_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ContactLineOfBusniess_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactLineOfBusniess_Ext","AddressBookUID","varchar(64)","nullable","","","",""
"ContactLineOfBusniess_Ext","ContactLineOfBusiness_Ext","varchar(32)","nullable","","typekey.LOBCode","",""
"ContactLineOfBusniess_Ext","ExternalLinkID","varchar(64)","nullable","","","",""
"ContactLineOfBusniess_Ext","LOBID_Ext","varchar(64)","nullable","","","",""
"ContactLineOfBusniess_Ext","LoadCommandID","int8","nullable","","","",""
"ContactLineOfBusniess_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"ContactTag","PMT_ID","varchar(100)","not null","primary key","","",""
"ContactTag","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"ContactTag","PMT_Parent_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"ContactTag","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ContactTag","AddressBookUID","varchar(64)","nullable","","","",""
"ContactTag","ExternalLinkID","varchar(64)","nullable","","","",""
"ContactTag","LoadCommandID","int8","nullable","","","",""
"ContactTag","Type","varchar(10)","not null","","typekey.ContactTagType","",""
"ContactTag","PMT_PayloadId","varchar(256)","not null","","","",""
"ContractRiskWhy_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"ContractRiskWhy_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ContractRiskWhy_Ext","LoadCommandID","int8","nullable","","","",""
"ContractRiskWhy_Ext","WhyCRTUnSuccess","varchar(18)","nullable","","typekey.CRTUnSuccessReason_Ext","",""
"ContractRiskWhy_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"ContribFactor","PMT_ID","varchar(100)","not null","primary key","","",""
"ContribFactor","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"ContribFactor","AbstractReadyFlag_Ext","bool","nullable","","","",""
"ContribFactor","ContFactText","varchar(60)","nullable","","","",""
"ContribFactor","LoadCommandID","int8","nullable","","","",""
"ContribFactor","PriContributingFactors","varchar(14)","not null","","typekey.PriContributingFactors","",""
"ContribFactor","ResContributingFactors","varchar(16)","nullable","","typekey.ResContributingFactors","",""
"ContribFactor","SecContributingFactors","varchar(14)","nullable","","typekey.SecContributingFactors","",""
"ContribFactor","PMT_PayloadId","varchar(256)","not null","","","",""
"CovTerm","PMT_ID","varchar(100)","not null","primary key","","",""
"CovTerm","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"CovTerm","PMT_Parent_Type","varchar(30)","nullable","","","","PolicyCoverage, PropertyCoverage, RUCoverage, VehicleCoverage"
"CovTerm","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CovTerm","CovTermOrder","int4","nullable","","","",""
"CovTerm","CovTermPattern","varchar(49)","nullable","","typekey.CovTermPattern","",""
"CovTerm","LoadCommandID","int8","nullable","","","",""
"CovTerm","ModelAggregation","varchar(2)","nullable","","typekey.CovTermModelAgg","",""
"CovTerm","ModelRestriction","varchar(12)","nullable","","typekey.CovTermModelRest","",""
"CovTerm","PolicySystemId","varchar(256)","nullable","","","",""
"CovTerm","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageDataIssueLogs_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageDataIssueLogs_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"CoverageDataIssueLogs_Ext","CovDataIssueUser","varchar(255)","nullable","","","",""
"CoverageDataIssueLogs_Ext","CoverageType","varchar(255)","nullable","","","",""
"CoverageDataIssueLogs_Ext","DateSent","timestamp","nullable","","","",""
"CoverageDataIssueLogs_Ext","Description","varchar(200)","nullable","","","",""
"CoverageDataIssueLogs_Ext","Fields","varchar(25)","nullable","","typekey.CoverageDataFields_Ext","",""
"CoverageDataIssueLogs_Ext","IssueType","varchar(14)","nullable","","typekey.PolicyDataIssueType_Ext","",""
"CoverageDataIssueLogs_Ext","LoadCommandID","int8","nullable","","","",""
"CoverageDataIssueLogs_Ext","OverridePriority","bool","nullable","","","",""
"CoverageDataIssueLogs_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageDataIssue_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageDataIssue_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Policy",""
"CoverageDataIssue_Ext","CoverageType","varchar(255)","nullable","","","",""
"CoverageDataIssue_Ext","Description","varchar(200)","nullable","","","",""
"CoverageDataIssue_Ext","FieldPriority","varchar(6)","nullable","","typekey.PolDataIssuePriority_Ext","",""
"CoverageDataIssue_Ext","Fields","varchar(25)","nullable","","typekey.CoverageDataFields_Ext","",""
"CoverageDataIssue_Ext","IssueType","varchar(14)","nullable","","typekey.PolicyDataIssueType_Ext","",""
"CoverageDataIssue_Ext","LoadCommandID","int8","nullable","","","",""
"CoverageDataIssue_Ext","OverridePriority","bool","nullable","","","",""
"CoverageDataIssue_Ext","SendMail","varchar(7)","nullable","","typekey.YesNo","",""
"CoverageDataIssue_Ext","SendMailToIT","varchar(7)","nullable","","typekey.YesNo","",""
"CoverageDataIssue_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageIssue","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageIssue","PMT_Parent","varchar(100)","nullable","","","entity.Activity",""
"CoverageIssue","CoverageSubtype","varchar(44)","nullable","","typekey.CoverageSubtype","",""
"CoverageIssue","LoadCommandID","int8","nullable","","","",""
"CoverageIssue","Reason","text","nullable","","","",""
"CoverageIssue","Severity","varchar(6)","not null","","typekey.CoverageIssueSeverity","",""
"CoverageIssue","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageLevelRetention_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageLevelRetention_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"CoverageLevelRetention_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CoverageLevelRetention_Ext","ApplyRetentTo","varchar(17)","nullable","","typekey.ApplyRetentionTo_Ext","",""
"CoverageLevelRetention_Ext","CRIdentifierID","int4","nullable","","","",""
"CoverageLevelRetention_Ext","DateModified","timestamp","nullable","","","",""
"CoverageLevelRetention_Ext","LoadCommandID","int8","nullable","","","",""
"CoverageLevelRetention_Ext","Modified","varchar(7)","nullable","","typekey.YesNo","",""
"CoverageLevelRetention_Ext","ModifiedBy","text","nullable","","","",""
"CoverageLevelRetention_Ext","RawCoverage","text","nullable","","","",""
"CoverageLevelRetention_Ext","RetentionAmount","numeric(18,2)","nullable","","","",""
"CoverageLevelRetention_Ext","RetentionRemaining","numeric(18,2)","nullable","","","",""
"CoverageLevelRetention_Ext","RetentionType","varchar(20)","nullable","","typekey.AggPolicyCovRetenType_Ext","",""
"CoverageLevelRetention_Ext","SystemAppliedRetention","numeric(18,2)","nullable","","","",""
"CoverageLevelRetention_Ext","UserAppliedRetention","numeric(18,2)","nullable","","","",""
"CoverageLevelRetention_Ext","WaiveRetention","bool","nullable","","","",""
"CoverageLevelRetention_Ext","Policy","varchar(100)","nullable","","","entity.Policy",""
"CoverageLevelRetention_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageLine","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageLine","PMT_Parent","varchar(100)","nullable","","","entity.PolicyPeriod",""
"CoverageLine","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CoverageLine","CoverageSubtype","varchar(16)","nullable","","typekey.Coverage","",""
"CoverageLine","CoverageType","varchar(44)","not null","","typekey.CoverageType","",""
"CoverageLine","ExposureUnitNumber","int4","nullable","","","",""
"CoverageLine","LOBCoverageSubtype","varchar(44)","nullable","","typekey.CoverageSubtype","",""
"CoverageLine","LoadCommandID","int8","nullable","","","",""
"CoverageLine","RUPolicySystemId","varchar(256)","nullable","","","",""
"CoverageLine","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageLineLimit","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageLineLimit","PMT_Parent","varchar(100)","nullable","","","entity.AggregateLimit",""
"CoverageLineLimit","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CoverageLineLimit","LoadCommandID","int8","nullable","","","",""
"CoverageLineLimit","AggregateRetention_Ext","varchar(100)","nullable","","","entity.AggregateRetention_Ext",""
"CoverageLineLimit","CoverageLine","varchar(100)","nullable","","","entity.CoverageLine",""
"CoverageLineLimit","PMT_PayloadId","varchar(256)","not null","","","",""
"CoveragePart","PMT_ID","varchar(100)","not null","primary key","","",""
"CoveragePart","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"CoveragePart","PMT_Parent_Type","varchar(30)","nullable","","","","BuildingRU, GeneralLiabilityRU, InlandMarineRU, LocationBasedRU, LocationMiscRU, PropertyRU, RiskUnit, TripRU, VehicleRU, WCCovEmpRU"
"CoveragePart","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CoveragePart","CoveragePartType","varchar(11)","nullable","","typekey.CoveragePartType","",""
"CoveragePart","LoadCommandID","int8","nullable","","","",""
"CoveragePart","PMT_PayloadId","varchar(256)","not null","","","",""
"CoverageRawCovTerm_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"CoverageRawCovTerm_Ext","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"CoverageRawCovTerm_Ext","PMT_Parent_Type","varchar(30)","nullable","","","","LocVehRawCoverage_Ext, PolicyRawCoverage_Ext, RawCoverage_Ext"
"CoverageRawCovTerm_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CoverageRawCovTerm_Ext","Description","varchar(255)","nullable","","","",""
"CoverageRawCovTerm_Ext","LoadCommandID","int8","nullable","","","",""
"CoverageRawCovTerm_Ext","Value","varchar(255)","nullable","","","",""
"CoverageRawCovTerm_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"CyberIncident_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"CyberIncident_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"CyberIncident_Ext","AbstractReadyFlag_Ext","bool","nullable","","","",""
"CyberIncident_Ext","AssessmentCloseDate","timestamp","nullable","","","",""
"CyberIncident_Ext","AssessmentComment","varchar(255)","nullable","","","",""
"CyberIncident_Ext","AssessmentName","varchar(128)","nullable","","","",""
"CyberIncident_Ext","AssessmentStatus","varchar(6)","nullable","","typekey.AssessmentStatus","",""
"CyberIncident_Ext","AssessmentTargetCloseDate","timestamp","nullable","","","",""
"CyberIncident_Ext","AssessmentType","varchar(8)","nullable","","typekey.AssessmentType","",""
"CyberIncident_Ext","AutomationPath","varchar(16)","nullable","","typekey.AutomationPath","",""
"CyberIncident_Ext","ClassActionMultiparty_Ext","bool","nullable","","","",""
"CyberIncident_Ext","CyberClassAction_Ext","varchar(70)","nullable","","","",""
"CyberIncident_Ext","CyberCoverageCd_Ext","varchar(34)","nullable","","typekey.CyberCoverageCd_Ext","",""
"CyberIncident_Ext","CyberDamageLocation","varchar(25)","nullable","","typekey.CyberDamageLocation_Ext","",""
"CyberIncident_Ext","CyberDamageType","varchar(24)","nullable","","typekey.CyberDamageType_Ext","",""
"CyberIncident_Ext","CyberPolicyTypeCd_Ext","varchar(21)","nullable","","typekey.CyberPolicyTypeCd_Ext","",""
"CyberIncident_Ext","DenialOfServiceInd","bool","nullable","","","",""
"CyberIncident_Ext","Description","varchar(1333)","nullable","","","",""
"CyberIncident_Ext","Fatality_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"CyberIncident_Ext","IncludeContentLineItems","bool","nullable","","","",""
"CyberIncident_Ext","IncludeLineItems","bool","nullable","","","",""
"CyberIncident_Ext","IndicatorOfCompromise","varchar(20)","nullable","","typekey.IndicatorOfCompromise_Ext","",""
"CyberIncident_Ext","IsMultipleDamageType","bool","nullable","","","",""
"CyberIncident_Ext","IsReinManualUpdate_Ext","bool","nullable","","","",""
"CyberIncident_Ext","LoadCommandID","int8","nullable","","","",""
"CyberIncident_Ext","LossEstimate","numeric(18,2)","nullable","","","",""
"CyberIncident_Ext","LossParty","varchar(11)","nullable","","typekey.LossPartyType","",""
"CyberIncident_Ext","MultipleCyberDamageType","varchar(24)","nullable","","typekey.CyberDamageType_Ext","",""
"CyberIncident_Ext","OtherDamage","varchar(50)","nullable","","","",""
"CyberIncident_Ext","OtherDamageLocation","varchar(50)","nullable","","","",""
"CyberIncident_Ext","OtherMultipleDamage","varchar(50)","nullable","","","",""
"CyberIncident_Ext","ReinsuranceReport_Ext","varchar(34)","nullable","","typekey.ReinsuranceReport_Ext","",""
"CyberIncident_Ext","Severity","varchar(16)","nullable","","typekey.SeverityType","",""
"CyberIncident_Ext","TypeOfPlan","varchar(20)","nullable","","typekey.CyberIncdntPlanType_Ext","",""
"CyberIncident_Ext","corporateProp","bool","nullable","","","",""
"CyberIncident_Ext","creditMonitor","varchar(50)","nullable","","","",""
"CyberIncident_Ext","eventDescription","varchar(1333)","nullable","","","",""
"CyberIncident_Ext","outOfBusiness","varchar(50)","nullable","","","",""
"CyberIncident_Ext","paymentInfo","bool","nullable","","","",""
"CyberIncident_Ext","personalFinance","bool","nullable","","","",""
"CyberIncident_Ext","personalIdentity","bool","nullable","","","",""
"CyberIncident_Ext","proCriticalInfo","bool","nullable","","","",""
